,arquivo,duracao_segundos,frequencia_amostragem,amplitude_media,amplitude_maxima,amplitude_ratio (mean/max),snr_estimado_db,zero_crossing_rate,regioes_silencio,silencio/tempo,cluster,resposta_1,resposta_2,resposta_3,classificacao
7013,nsnJ84-PTRw,6.060416666666667,48000,0.2221557,1.038548,0.2139099091291427,30.655165,0.0597891380162565,0,0.0,41,Boa,Ruim,Ruim,Ruim
7030,Y9v8RiywK6Q,14.001645833333331,48000,0.072757795,0.7035998,0.1034079268574714,27.735916,0.0868013822115384,0,0.0,16,Boa,Boa,Boa,Boa
7032,AiAX98AgdZI,49.81333333333333,48000,0.108738154,0.5710176,0.1904287189245224,36.387978,0.0698688550363947,0,0.0,18,Ruim,Ruim,Ruim,Ruim
7066,JMIZKe8NjEc,53.046,48000,0.112679385,0.9818939,0.1147571876645088,31.670788,0.0568685681167068,0,0.0,1,Boa,Boa,Boa,Boa
7070,hdcqpNakiL8,68.24533333333333,48000,0.034001853,0.7672935,0.0443140119314193,24.169386,0.0541995239734724,3,0.043959049703032195,25,Boa,Ruim,Boa,Boa
7097,JVnocB2fVAk,32.71691666666667,48000,0.09571254,0.9397056,0.1018537506461143,47.87933,0.0326389277929432,0,0.0,61,Boa,Ruim,Boa,Boa
7128,svsuNFXMwL0,42.4693125,48000,0.05862971,1.0123837,0.0579125396907329,26.607128,0.090456983182132,10,0.23546413660451884,8,Boa,Boa,Boa,Boa
7131,BaN7GLVA2s8,71.296875,48000,0.2282578,1.2444154,0.1834257245063781,33.428825,0.0438716868455497,0,0.0,41,Ruim,Ruim,Ruim,Ruim
7137,5EZfqB3X-q4,101.66858333333332,48000,0.03835496,0.45449626,0.0843900442123413,25.086586,0.0707307560224769,1,0.009835880143243202,14,Boa,Boa,Boa,Boa
7189,E8OVdxYnGKg,50.56,48000,0.09187855,0.8504459,0.1080357357859611,41.92224,0.0645145077515292,8,0.1582278481012658,63,Boa,Boa,Boa,Boa
7195,27y8O3FWNbo,69.9036875,48000,0.02977084,0.8603189,0.0346044227480888,32.089127,0.0398592909625801,15,0.21458095468854915,2,Boa,Boa,Boa,Boa
7197,Q_jgGR97ufk,5.015520833333333,48000,0.09968795,0.5529147,0.1802953630685806,40.317593,0.0160106488853503,0,0.0,26,Boa,Ruim,Ruim,Ruim
7205,lWDJuKcXGac,22.72072916666667,48000,0.08422697,0.880689,0.0956375896930694,28.733538,0.0550341773961755,0,0.0,56,Ruim,Boa,Boa,Boa
7238,lw5GHQ7n06U,66.44391666666667,48000,0.019159403,0.31689337,0.0604600943624973,23.593506,0.0489697500752407,0,0.0,0,Boa,Boa,Ruim,Boa
7240,3E1PAFAXeTc,60.789854166666665,48000,0.04980047,0.87212825,0.057102233171463,24.24576,0.038832151178728,0,0.0,25,Boa,Boa,Boa,Boa
7258,7klJxnzELxk,32.9026875,48000,0.07106537,0.6801635,0.104482777416706,28.346848,0.0285417405287682,0,0.0,9,Boa,Boa,Boa,Boa
7270,8WcGxQKgkE4,25.042729166666668,48000,0.060036242,1.0207596,0.0588152632117271,20.63313,0.0417746652736371,0,0.0,53,Boa,Boa,Boa,Boa
7272,B0gnppSkwIA,48.87466666666667,48000,0.069085985,0.89559376,0.0771398693323135,33.209667,0.0751782658056949,10,0.20460497599301614,8,Boa,Boa,Boa,Boa
7286,Oqy2qcA-TDc,23.104,48000,0.07422374,0.8020466,0.0925429314374923,33.754257,0.0640520448777111,0,0.0,56,Boa,Boa,Boa,Boa
7319,1CajYPizWD0,37.97625,48000,0.0534976,1.0733709,0.0498407408595085,43.399563,0.0480472315097584,0,0.0,12,Boa,Boa,Boa,Boa
7355,Tpf2NRgs0f0,63.44533333333333,48000,0.08059754,1.0513258,0.0766627639532089,21.650452,0.0459449756524205,1,0.015761600537995964,53,Boa,Boa,Boa,Boa
7356,7U1B5obs0iY,88.51447916666666,48000,0.10470612,1.0805271,0.0969028249382972,26.244553,0.0457872371671285,0,0.0,1,Boa,Boa,Ruim,Boa
7408,TmQhHTT4zL4,23.637916666666666,48000,0.13846773,0.9768518,0.1417489647865295,48.98854,0.0608065428366035,0,0.0,28,Ruim,Ruim,Ruim,Ruim
7417,jgzkD-91ywU,67.01279166666667,48000,0.076914124,1.0579828,0.0726988390088081,25.051289,0.0385199739127407,1,0.014922524120084038,53,Boa,Boa,Boa,Boa
7447,Su5SVaaMSFk,28.177416666666662,48000,0.3070703,1.2535294,0.2449645847082138,37.478916,0.0169399587788607,0,0.0,57,Ruim,Ruim,Ruim,Ruim
7462,cbjfPlZYEaU,35.8051875,48000,0.08103418,1.1013608,0.073576420545578,23.511024,0.0408773004635835,1,0.027928913931815045,53,Boa,Boa,Boa,Boa
7479,LoVzoJ88fnQ,17.310479166666667,48000,0.06565036,0.9189384,0.0714415237307548,25.274864,0.0503684823629081,3,0.1733054279500736,24,Boa,Boa,Boa,Boa
7482,_Na0ErA3bJM,13.455979166666667,48000,0.08672643,0.846313,0.1024755910038948,30.262112,0.0687439641937401,0,0.0,56,Ruim,Ruim,Ruim,Ruim
7497,gS9ElLHN-uY,29.22233333333333,48000,0.087965675,0.7993455,0.1100471243262291,38.419853,0.0547705434534671,0,0.0,22,Ruim,Boa,Boa,Boa
7520,euuUKArC_q8,11.401,48000,0.044138826,0.43278998,0.101986713707447,63.426804,0.0539388629852666,0,0.0,78,Boa,Boa,Boa,Boa
7543,OVTCkaZkftU,64.81066666666666,48000,0.08614874,0.93630207,0.0920095592737197,21.1923,0.0360727114015961,0,0.0,53,Boa,Boa,Boa,Boa
7574,lz9siymHrWk,22.604645833333333,48000,0.31573525,1.2517223,0.2522406578063965,33.37058,0.047815632370283,0,0.0,15,Ruim,Boa,Ruim,Ruim
7590,dc8T8L5hPWc,24.520291666666665,48000,0.016471002,0.86635697,0.0190117955207824,33.060917,0.0581078050239234,2,0.08156509829443981,64,Ruim,Boa,Boa,Boa
7591,5Ti4JP9UxEQ,59.87266666666667,48000,0.0141546335,0.37320495,0.0379272401332855,18.694765,0.0303299716668151,9,0.15031901034417486,60,Boa,Boa,Boa,Boa
7618,f8vYHqyCyfQ,64.02904166666667,48000,0.1877523,1.1278691,0.166466400027275,27.157705,0.0389814044800516,0,0.0,4,Boa,Boa,Boa,Boa
7623,CEK9J-GjDqo,33.018791666666665,48000,0.070760764,0.95404875,0.0741689205169677,27.73146,0.0636265481165213,0,0.0,56,Boa,Boa,Boa,Boa
7633,Of698M4mmQo,88.29389583333334,48000,0.04396317,0.80156744,0.0548465028405189,29.0675,0.0567541719203008,20,0.22651622528643092,2,Boa,Boa,Boa,Boa
7654,_ZcDarL11kU,29.570625,48000,0.17742358,1.1297607,0.1570452749729156,97.31874,0.068537219955824,0,0.0,27,Boa,Boa,Boa,Boa
7677,OIIhoCJswPE,33.7734375,48000,0.0797872,1.0084982,0.0791148692369461,26.534615,0.0336342062677612,2,0.05921813555401342,53,Boa,Boa,Boa,Boa
7682,dmqGApfzvQU,97.50060416666666,48000,0.038149115,0.64963,0.0587243735790252,30.054306,0.0837165441075921,7,0.07179442691487596,72,Boa,Boa,Boa,Boa
7684,phABb4ifGpA,60.00097916666667,48000,0.049042303,0.8503268,0.057674653828144,28.511425,0.0624389865412815,9,0.1499975521232813,64,Boa,Boa,Boa,Boa
7686,0aoTb61CtfY,82.1754375,48000,0.03406298,0.48362,0.0704333633184433,32.444298,0.0641328013450804,1,0.01216908641344319,42,Boa,Boa,Boa,Boa
7710,mx2ji6aqNu8,10.133333333333333,48000,0.114362895,0.86906946,0.1315923482179641,56.85447,0.0417904056585173,0,0.0,61,Ruim,Ruim,Ruim,Ruim
7726,895EsHSbTRI,8.904979166666667,48000,0.22498743,1.045706,0.215153619647026,87.89504,0.0160507110778443,0,0.0,27,Ruim,Ruim,Ruim,Ruim
7750,IrDraod9Jok,114.99683333333331,48000,0.0714859,0.9029359,0.0791705101728439,27.040802,0.0714711772301966,1,0.008695891626001297,77,Boa,Boa,Boa,Boa
7813,ljcL_pmPswI,85.58877083333333,48000,0.011721478,0.26862127,0.0436357036232948,22.933558,0.0583034831053713,13,0.15188908397007883,68,Boa,Ruim,Boa,Boa
7835,nmKIIPTWfok,28.96689583333333,48000,0.02592256,0.66408455,0.0390350297093391,30.703909,0.0856606394974226,8,0.2761773317386011,11,Boa,Boa,Ruim,Boa
7852,59OuLcAKTfs,25.9483125,48000,0.087399274,0.9846163,0.0887648090720176,180.7655,0.040462319859741,0,0.0,33,Ruim,Ruim,Ruim,Ruim
7867,MVVeA-R1xMI,84.224,48000,0.059089042,0.70765096,0.0835002660751342,35.7519,0.0683186900484361,16,0.18996960486322187,67,Boa,Boa,Boa,Boa
7868,gxY-U6eq11I,59.9539375,48000,0.20187017,1.036906,0.1946851164102554,39.793144,0.0654114453611457,0,0.0,41,Boa,Ruim,Boa,Boa
7869,K5S67DDNpTM,49.01733333333333,48000,0.034464505,0.80738044,0.0426868200302124,32.655083,0.0471206279917319,19,0.38761798547452603,52,Boa,Boa,Boa,Boa
7871,JsYAh2oy99s,64.04266666666666,48000,0.12056095,1.2099054,0.0996449440717697,54.41004,0.0590783721898418,0,0.0,28,Boa,Boa,Boa,Boa
7876,b3_OnNxEopY,60.0468125,48000,0.06672649,0.9673193,0.06898083537817,42.6167,0.0688705525643872,11,0.18319040665147712,24,Boa,Boa,Boa,Boa
7889,duW8euurJxk,71.21066666666667,48000,0.031653225,0.6808383,0.0464915484189987,36.388336,0.0888217013628875,16,0.22468544038346314,30,Ruim,Ruim,Boa,Ruim
7895,iZFKIU0H6NA,70.80927083333333,48000,0.13847129,1.028487,0.1346359252929687,33.64408,0.0598268458634583,8,0.11297955629044573,63,Ruim,Boa,Boa,Boa
7897,rKynawabD4M,40.867125,48000,0.10400619,0.94513524,0.1100437194108963,26.383884,0.0464059594777531,0,0.0,1,Boa,Boa,Boa,Boa
7913,AFXz7jLvttI,25.507125,48000,0.081036404,0.8142762,0.0995195508003234,31.37677,0.0363745035535117,8,0.31363785608923,35,Ruim,Ruim,Ruim,Ruim
7926,AZVvdNJqe5o,56.61025,48000,0.042410314,0.6243987,0.0679218471050262,24.665386,0.0358754253603052,1,0.017664645536806498,25,Boa,Boa,Boa,Boa
8006,jbVskortbac,54.6365625,48000,0.05962967,0.45544705,0.1309255808591842,34.3592,0.0367748313366191,0,0.0,9,Boa,Boa,Boa,Boa
8024,iY3vHTVrFq4,34.458416666666665,48000,0.026898783,0.47496063,0.056633710861206,27.490059,0.048715688834726,5,0.14510243022386887,60,Boa,Boa,Boa,Boa
8031,syfL6K2ydIE,11.157333333333334,48000,0.12731606,0.760232,0.1674700081348419,43.40618,0.0532016699498567,0,0.0,18,Ruim,Ruim,Ruim,Ruim
8033,9V2lVAOiLXs,45.720979166666666,48000,0.08212178,0.9128435,0.0899626091122627,56.122795,0.0637949077516328,0,0.0,28,Boa,Boa,Boa,Boa
8034,IdfMZiLDOfM,11.923458333333333,48000,0.24767664,1.0405858,0.2380165606737136,37.080444,0.0395953292710196,0,0.0,57,Ruim,Ruim,Ruim,Ruim
8038,mdlTjMHHr5c,102.3786875,48000,0.07559092,1.0963426,0.0689482688903808,24.664711,0.0708870023895718,21,0.20512081677155708,24,Boa,Boa,Boa,Boa
8059,fXGVj4EoB9A,90.368,48000,0.057884295,0.90794003,0.0637534335255622,32.97318,0.0578788758224654,25,0.27664660056657225,54,Boa,Boa,Boa,Boa
8073,IM5640FuD7E,73.81625,48000,0.07388407,1.2320186,0.0599699318408966,19.328955,0.0271931948508163,0,0.0,53,Boa,Ruim,Boa,Boa
8088,tNZDZ1JT2_Q,36.50177083333333,48000,0.19332242,1.3650417,0.1416238099336624,24.763174,0.0457022976464358,0,0.0,36,Boa,Boa,Boa,Boa
8089,jTIHRxtFho0,60.41833333333334,48000,0.025167307,0.46741414,0.0538436993956565,20.763788,0.0305484781829214,1,0.016551267551239965,70,Boa,Boa,Boa,Boa
8140,ldI-aY3Abps,13.746229166666666,48000,0.16416806,0.9667369,0.1698166877031326,186.1737,0.0340910468386346,0,0.0,3,Boa,Boa,Ruim,Boa
8147,3p__M246o4U,91.45179166666668,48000,0.11843348,1.3415314,0.0882823020219802,34.46798,0.0468094516306566,6,0.06560833736171562,43,Boa,Boa,Boa,Boa
8174,jKjWhUFXgTY,37.013333333333335,48000,0.2741408,1.203568,0.2277734279632568,45.98722,0.049933545357966,0,0.0,15,Ruim,Ruim,Ruim,Ruim
8177,Bj4TMIFqMDs,47.85697916666667,48000,0.010640807,0.27491853,0.0387053117156028,29.08271,0.1051494682555159,13,0.2716427201709956,30,Boa,Boa,Boa,Boa
8198,Y_Jhfzoz-xE,52.885333333333335,48000,0.04949506,0.7369763,0.0671596303582191,31.91868,0.0550447261292599,7,0.13236183945139168,46,Ruim,Boa,Boa,Boa
8223,Ow2lIS9wQQg,59.768166666666666,48000,0.018880444,0.4434656,0.0425747670233249,28.021778,0.0806615531316916,10,0.16731314607274217,30,Boa,Boa,Boa,Boa
8224,UFSRsFFdXmk,73.64210416666667,48000,0.119352125,1.190251,0.1002747565507888,34.057316,0.046197248085349,5,0.06789594154838392,1,Ruim,Ruim,Ruim,Ruim
8240,AdTGdHcNuFI,29.489354166666665,48000,0.14622843,1.1013072,0.1327771544456482,34.119164,0.0435213113132911,0,0.0,36,Boa,Boa,Boa,Boa
8260,oii5JZthQO4,56.494166666666665,48000,0.0670872,0.74049467,0.0905978232622146,36.65469,0.0694474761657542,15,0.2655141386278819,67,Boa,Boa,Boa,Boa
8274,nxI5Ib8znys,28.804354166666663,48000,0.07994389,0.76471007,0.1045414358377456,34.434948,0.0367158213971677,0,0.0,22,Boa,Boa,Boa,Boa
8282,LOT0PXMHPnc,43.955375,48000,0.04900923,0.66347003,0.0738680362701416,23.623636,0.0472630420028512,1,0.022750346231831718,42,Boa,Boa,Boa,Boa
8283,YpyTRFQUuIY,107.50839583333334,48000,0.03508032,0.5076498,0.0691033899784088,23.256132,0.0775145878807421,5,0.04650799559646795,14,Boa,Boa,Boa,Boa
8286,jLONKF-YSkQ,83.34804166666666,48000,0.057726044,0.8988421,0.0642226785421371,30.968725,0.0533918112722357,21,0.2519555298489817,2,Boa,Boa,Boa,Boa
8295,Sri-a3m5GRo,40.576875,48000,0.122209385,1.0406204,0.1174389645457267,36.625896,0.0551367700804862,0,0.0,1,Boa,Boa,Boa,Boa
8322,DwRIfRzHHcE,60.0468125,48000,0.13365804,1.0261848,0.1302475333213806,29.457409,0.0371689574544849,0,0.0,20,Boa,Boa,Boa,Boa
8323,0GD-VqLEzIg,114.85752083333334,48000,0.030211706,0.53537565,0.0564308539032936,23.015156,0.0508264595473857,24,0.20895453624517765,60,Ruim,Boa,Boa,Boa
8337,cHcwaN7mnBc,90.04897916666667,48000,0.014532642,0.30286115,0.0479845032095909,27.837616,0.0596951154062537,30,0.3331520276812318,34,Boa,Boa,Boa,Boa
8339,VGwlXDfESdw,81.02604166666667,48000,0.081130475,1.0541103,0.07696583122015,28.41652,0.0430766642054429,6,0.07405026676094362,53,Boa,Boa,Boa,Boa
8347,GeEs0cYuBr0,99.8458125,48000,0.069660164,0.9375613,0.0742993205785751,26.566885,0.0527800682352312,0,0.0,12,Boa,Boa,Boa,Boa
8361,0ya4L9xpWc0,68.68464583333333,48000,0.054870114,0.7709775,0.0711695402860641,27.22734,0.0539112541246118,0,0.0,12,Boa,Boa,Boa,Boa
8381,OLkWvzMCyeU,88.502875,48000,0.10978326,1.1505551,0.0954176485538482,28.735859,0.0741040645147927,1,0.011299067968130978,76,Boa,Boa,Boa,Boa
8387,jfxyyOhAF_k,60.5344375,48000,0.086654,1.0612073,0.0816560536623001,21.229364,0.0398130732745331,1,0.016519522461904433,53,Boa,Boa,Ruim,Boa
8392,TSHQT5MtGcw,36.10704166666667,48000,0.07608809,0.674223,0.11285300552845,24.102201,0.039504058531453,0,0.0,22,Boa,Boa,Ruim,Boa
8395,PiBGqzyT65Q,48.23945833333333,48000,0.021783369,0.4672874,0.0466166399419307,35.861275,0.0573017424828653,17,0.3524086004973453,34,Boa,Boa,Boa,Boa
8404,iyP-ZuoEkqE,19.07520833333333,48000,0.09629928,0.9997155,0.0963266864418983,28.264885,0.0781162660704304,0,0.0,16,Boa,Boa,Boa,Boa
8405,OYJwandgPOk,35.72391666666667,48000,0.060393102,0.6212331,0.0972148776054382,31.930677,0.0509797691231343,0,0.0,22,Boa,Boa,Boa,Boa
8415,HfyYs9hPWwM,30.1975625,48000,0.14284775,0.88845885,0.1607815027236938,30.6371,0.0319396627824858,0,0.0,4,Boa,Ruim,Boa,Boa
8416,Sj5JC991jtg,63.61108333333333,48000,0.03751515,0.7918496,0.0473766066133976,19.725197,0.0331546571093226,1,0.015720530882327895,25,Boa,Boa,Boa,Boa
8446,mdQrx6xt8ps,107.58966666666667,48000,0.06256275,1.0306978,0.0606994107365608,22.134682,0.0394904661476405,18,0.16730231217991814,17,Boa,Boa,Boa,Boa
8448,N6YkVJ4uCM8,29.9073125,48000,0.041436333,1.0400186,0.0398419164121151,27.530209,0.0446751223141048,0,0.0,12,Ruim,Ruim,Boa,Ruim
8471,U0i9pwe0iEc,42.49252083333333,48000,0.08370648,0.9613404,0.0870726779103279,29.079403,0.0648852735159387,5,0.11766776604314191,24,Boa,Boa,Boa,Boa
8482,ro7gU2cvwhE,22.442666666666668,48000,0.06632321,0.7504616,0.0883765593171119,24.417524,0.0357908996437054,0,0.0,48,Boa,Boa,Boa,Boa
8516,22lWtHbpTkU,62.49697916666667,48000,0.16177562,1.28608,0.1257897019386291,30.940037,0.050763001946459,1,0.016000773370712918,36,Boa,Boa,Boa,Boa
8592,2cU8gtVX7U4,83.35964583333333,48000,0.17666063,1.1081505,0.1594193428754806,88.26843,0.0418960307701535,0,0.0,27,Ruim,Ruim,Boa,Ruim
8593,Y6VK754xDLc,48.9386875,48000,0.07838402,1.0078166,0.0777760818600654,24.053057,0.0317869072101765,3,0.0613011944793166,53,Boa,Boa,Boa,Boa
8607,Sol5sfSB4-Y,91.1786875,48000,0.039363835,0.70387924,0.0559241324663162,25.886665,0.0629469866724178,6,0.06580485159977764,72,Boa,Ruim,Boa,Boa
8627,BZr_tywUSEA,30.000979166666667,48000,0.029659009,0.30597937,0.0969313979148864,25.429659,0.0455550957607536,0,0.0,0,Boa,Boa,Boa,Boa
8674,LQEr2A1VHgg,19.648020833333334,48000,0.036860377,0.6782861,0.0543434061110019,30.30942,0.0624054170340477,2,0.10179142301228389,64,Boa,Boa,Boa,Boa
8718,B5qYxZrMeC0,54.578520833333336,48000,0.10135845,1.0065203,0.1007018461823463,24.750145,0.0483511991279069,0,0.0,1,Boa,Boa,Boa,Boa
8721,u0nuCJLlRKY,115.09333333333332,48000,0.06688794,0.8630134,0.0775050967931747,23.754538,0.0263386354224585,0,0.0,48,Boa,Boa,Boa,Boa
8726,mHsrq_wDOGA,7.743875,48000,0.2148521,1.178931,0.1822431534528732,38.839233,0.037353515625,0,0.0,4,Ruim,Boa,Ruim,Ruim
8734,gYGYPPwbP7k,44.16435416666667,48000,0.09014397,1.0774252,0.0836661010980606,25.695564,0.0471845238544433,4,0.09057077988517323,1,Ruim,Ruim,Boa,Ruim
8743,YFaoDybgVzQ,19.12164583333333,48000,0.023010189,0.45319176,0.050773624330759,35.16741,0.0713359026422197,2,0.10459350714014116,68,Boa,Boa,Boa,Boa
8766,lUBiz7WwGRM,51.008,48000,0.036158845,0.9191853,0.0393379293382167,19.902416,0.0699273264360756,0,0.0,77,Boa,Boa,Boa,Boa
8809,JvCciFqPFT8,77.29066666666667,48000,0.034269977,0.7101526,0.0482572019100189,26.39156,0.0624310733105078,10,0.1293817278498482,64,Boa,Boa,Boa,Boa
8816,c_1-40YwOC8,17.333708333333334,48000,0.06503181,0.6312095,0.103027306497097,29.402325,0.0451203706373001,1,0.0576910595684228,22,Boa,Ruim,Boa,Boa
8826,VoyUZjYWuHY,70.17070833333334,48000,0.03759313,0.67518866,0.0556779652833938,22.09318,0.02414197873917,0,0.0,48,Ruim,Boa,Boa,Boa
8827,SXYRkjxVcPU,36.26958333333334,48000,0.10477371,0.88841295,0.1179335638880729,27.808058,0.0462196033795207,1,0.02757131204981217,1,Boa,Boa,Boa,Boa
8842,1OKdVf2ue0E,28.565354166666665,48000,0.065189384,0.7448108,0.0875247567892074,40.00589,0.071514338955767,12,0.42008931273826033,67,Boa,Boa,Boa,Boa
8852,5T0NJcZoa_0,81.61814583333333,48000,0.03417925,0.593624,0.0575772747397422,28.953167,0.0661915262145517,17,0.20828701542319406,68,Boa,Boa,Ruim,Boa
8857,27TMnxN4FAQ,58.76970833333333,48000,0.066620335,1.0115623,0.0658588483929634,20.716448,0.0451474059947822,0,0.0,53,Boa,Boa,Boa,Boa
8887,D9Nfpag7pQE,21.466854166666668,48000,0.034970637,0.7848347,0.0445579662919044,25.326725,0.0591082281576006,6,0.2795006642993219,11,Boa,Boa,Boa,Boa
8899,g27WCKZOa3g,39.891895833333336,48000,0.06427649,1.0030184,0.0640830621123313,34.8183,0.033450137867647,0,0.0,48,Boa,Boa,Boa,Boa
8928,hUZs03_ZTBc,32.57760416666667,48000,0.09312609,0.8916298,0.1044447869062423,39.382244,0.0587932180851063,3,0.09208780316232074,56,Boa,Boa,Boa,Boa
8937,bqZUiXMMGDw,33.28,48000,0.06914721,1.1285465,0.0612710304558277,25.94035,0.0800979941825536,0,0.0,77,Boa,Boa,Boa,Boa
8970,63lBbV42njg,45.7085,48000,0.104041316,1.0145104,0.1025532260537147,27.954025,0.0615601212523331,0,0.0,76,Boa,Boa,Boa,Boa
